Date,Close
2000/6/23,73.123642
2000/6/26,70.86985
2000/6/27,70.86985
2000/6/28,72.121796
2000/6/29,71.370537
2000/6/30,73.123642
2000/7/3,71.871216
2000/7/4,70.61927
2000/7/5,74.626167
2000/7/6,72.622482
2000/7/7,71.119949
2000/7/10,71.871216
2000/7/11,72.121796
2000/7/12,71.871216
2000/7/13,72.622482
2000/7/14,73.123642
2000/7/17,71.871216
2000/7/18,71.119949
2000/7/19,71.119949
2000/7/20,67.614212
2000/7/21,65.10984
2000/7/24,63.357216
2000/7/25,62.856052
2000/7/26,65.10984
2000/7/27,64.609161
2000/7/28,63.857895
2000/7/31,63.607315
2000/8/1,63.106632
2000/8/2,62.605949
2000/8/3,61.103424
2000/8/4,62.856052
2000/8/7,61.604107
2000/8/8,62.856052
2000/8/9,65.10984
2000/8/10,66.612373
2000/8/11,65.611008
2000/8/14,65.10984
2000/8/15,65.36042
2000/8/16,67.614212
2000/8/17,69.116745
2000/8/18,69.868004
2000/8/21,69.116745
2000/8/22,68.616058
2000/8/23,68.616058
2000/8/24,69.868004
2000/8/25,70.36869
2000/8/28,69.116745
2000/8/29,68.616058
2000/8/30,67.614212
2000/8/31,67.363632
2000/9/1,65.10984
2000/9/4,66.862953
2000/9/5,67.113533
2000/9/6,65.611008
2000/9/7,62.856052
2000/9/8,62.35537
2000/9/11,62.10479
2000/9/12,62.10479
2000/9/13,62.10479
2000/9/14,60.101578
2000/9/15,61.353523
2000/9/18,60.602261
2000/9/19,56.59584
2000/9/20,57.597206
2000/9/21,57.346622
2000/9/22,53.340202
2000/9/25,53.340202
2000/9/26,56.845943
2000/9/27,55.593994
2000/9/28,53.340202
2000/9/29,52.087776
2000/10/2,49.333305
2000/10/3,51.587097
2000/10/4,49.833988
2000/10/5,51.587097
2000/10/6,55.092834
2000/10/9,53.840885
2000/10/10,53.840885
2000/10/11,52.087776
2000/10/12,48.582043
2000/10/13,48.331459
2000/10/16,48.331459
2000/10/17,47.079514
2000/10/18,43.823875
2000/10/19,40.818821
2000/10/20,43.573776
2000/10/23,49.833988
2000/10/24,53.089622
2000/10/25,53.840885
2000/10/26,52.839043
2000/10/27,52.839043
2000/10/30,49.333305
2000/10/31,49.082722
2000/11/1,48.582043
2000/11/2,51.837677
2000/11/3,54.842731
2000/11/6,54.592152
2000/11/7,58.348469
2000/11/8,58.599049
2000/11/9,57.597206
2000/11/10,57.096523
2000/11/13,53.340202
2000/11/14,53.340202
2000/11/15,53.590305
2000/11/16,50.084568
2000/11/17,49.333305
2000/11/20,44.074459
2000/11/21,47.079514
2000/11/22,45.576984
2000/11/23,44.575142
2000/11/24,47.580196
2000/11/27,47.330093
2000/11/28,46.328251
2000/11/29,45.326405
2000/11/30,44.825722
2000/12/1,45.827568
2000/12/4,44.074459
2000/12/5,44.325039
2000/12/6,44.575142
2000/12/7,45.576984
2000/12/8,45.076302
2000/12/11,45.076302
2000/12/12,46.328251
2000/12/13,46.077667
2000/12/14,45.326405
2000/12/15,44.074459
2000/12/18,42.32135
2000/12/19,42.071247
2000/12/20,40.818821
2000/12/21,39.566875
2000/12/22,39.066193
2000/12/25,39.066193
2000/12/26,38.064346
2000/12/27,37.563667
2000/12/28,40.067558
2000/12/29,39.817455
2001/1/1,39.817455
2001/1/2,41.820667
2001/1/3,40.318138
2001/1/4,42.57193
2001/1/5,45.326405
2001/1/8,44.825722
2001/1/9,46.578831
2001/1/10,47.079514
2001/1/11,46.328251
2001/1/12,47.079514
2001/1/15,47.330093
2001/1/16,50.585251
2001/1/17,50.585251
2001/1/18,51.086414
2001/1/19,51.086414
2001/1/22,51.086414
2001/1/23,51.086414
2001/1/24,51.086414
2001/1/25,51.086414
2001/1/26,51.086414
2001/1/29,48.582043
2001/1/30,49.583885
2001/1/31,52.839043
2001/2/1,50.835831
2001/2/2,50.335148
2001/2/5,49.333305
2001/2/6,49.082722
2001/2/7,45.827568
2001/2/8,45.326405
2001/2/9,45.827568
2001/2/12,46.077667
2001/2/13,49.082722
2001/2/14,47.079514
2001/2/15,50.335148
2001/2/16,49.082722
2001/2/19,48.08136
2001/2/20,48.08136
2001/2/21,48.832623
2001/2/22,46.828934
2001/2/23,45.576984
2001/2/26,44.575142
2001/2/27,45.076302
2001/2/28,45.076302
2001/3/1,42.071247
2001/3/2,41.820667
2001/3/5,42.32135
2001/3/6,44.325039
2001/3/7,46.077667
2001/3/8,45.326405
2001/3/9,44.074459
2001/3/12,42.822514
2001/3/13,43.573776
2001/3/14,43.573776
2001/3/15,44.074459
2001/3/16,44.325039
2001/3/19,43.573776
2001/3/20,43.072613
2001/3/21,42.57193
2001/3/22,43.323196
2001/3/23,45.326405
2001/3/26,45.076302
2001/3/27,44.825722
2001/3/28,44.575142
2001/3/29,44.074459
2001/3/30,44.325039
2001/4/2,42.57193
2001/4/3,40.818821
2001/4/4,39.817455
2001/4/5,39.817455
2001/4/6,41.319984
2001/4/9,40.067558
2001/4/10,39.566875
2001/4/11,41.570087
2001/4/12,43.072613
2001/4/13,42.57193
2001/4/16,42.071247
2001/4/17,41.820667
2001/4/18,42.57193
2001/4/19,45.326405
2001/4/20,45.326405
2001/4/23,45.076302
2001/4/24,44.074459
2001/4/25,43.323196
2001/4/26,43.323196
2001/4/27,43.573776
2001/4/30,45.576984
2001/5/1,45.576984
2001/5/2,48.08136
2001/5/3,48.331459
2001/5/4,46.578831
2001/5/7,47.580196
2001/5/8,47.330093
2001/5/9,47.580196
2001/5/10,46.328251
2001/5/11,47.079514
2001/5/14,46.328251
2001/5/15,44.825722
2001/5/16,44.074459
2001/5/17,44.575142
2001/5/18,45.326405
2001/5/21,44.325039
2001/5/22,45.076302
2001/5/23,47.330093
2001/5/24,47.079514
2001/5/25,47.330093
2001/5/28,46.578831
2001/5/29,46.578831
2001/5/30,45.076302
2001/5/31,44.825722
2001/6/1,44.575142
2001/6/4,45.076302
2001/6/5,45.576984
2001/6/6,46.828934
2001/6/7,46.578831
2001/6/8,48.582043
2001/6/11,49.583885
2001/6/12,48.582043
2001/6/13,47.079514
2001/6/14,46.328251
2001/6/15,46.828934
2001/6/18,46.077667
2001/6/19,45.326405
2001/6/20,45.076302
2001/6/21,43.072613
2001/6/22,42.57193
2001/6/25,42.57193
2001/6/26,42.772396
2001/6/27,44.52512
2001/6/28,43.12254
2001/6/29,44.875935
2001/7/2,46.979473
2001/7/3,46.628658
2001/7/4,45.927704
2001/7/5,45.927704
2001/7/6,44.174309
2001/7/9,42.772396
2001/7/10,43.12254
2001/7/11,43.12254
2001/7/12,44.52512
2001/7/13,44.174309
2001/7/16,44.174309
2001/7/17,43.824165
2001/7/18,43.473351
2001/7/19,42.772396
2001/7/20,42.421581
2001/7/23,40.668858
2001/7/24,40.318043
2001/7/25,41.369812
2001/7/26,42.421581
2001/7/27,44.52512
2001/7/30,44.52512
2001/7/31,46.277843
2001/8/1,48.031242
2001/8/2,49.433826
2001/8/3,48.381386
2001/8/6,47.680428
2001/8/7,46.277843
2001/8/8,47.329613
2001/8/9,45.576889
2001/8/10,48.031242
2001/8/13,47.680428
2001/8/14,48.381386
2001/8/15,48.031242
2001/8/16,47.680428
2001/8/17,47.329613
2001/8/20,46.277843
2001/8/21,46.628658
2001/8/22,43.473351
2001/8/23,43.473351
2001/8/24,42.421581
2001/8/27,44.52512
2001/8/28,44.174309
2001/8/29,45.226074
2001/8/30,44.174309
2001/8/31,44.875935
2001/9/3,44.875935
2001/9/4,46.277843
2001/9/5,45.927704
2001/9/6,44.875935
2001/9/7,44.174309
2001/9/10,44.875935
2001/9/11,44.174309
2001/9/12,44.174309
2001/9/13,41.369812
2001/9/14,38.915462
2001/9/17,38.915462
2001/9/18,38.915462
2001/9/19,38.915462
2001/9/20,36.81192
2001/9/21,35.760155
2001/9/24,35.760155
2001/9/25,33.235909
2001/9/26,34.007427
2001/9/27,32.604843
2001/9/28,32.604843
2001/10/1,32.604843
2001/10/2,31.553076
2001/10/3,30.922014
2001/10/4,31.062473
2001/10/5,32.815201
2001/10/8,32.254704
2001/10/9,34.498032
2001/10/10,34.498032
2001/10/11,36.81192
2001/10/12,38.565319
2001/10/15,37.51355
2001/10/16,38.915462
2001/10/17,40.668858
2001/10/18,41.720627
2001/10/19,41.018997
2001/10/22,40.668858
2001/10/23,40.318043
2001/10/24,43.12254
2001/10/25,43.824165
2001/10/26,44.174309
2001/10/29,46.979473
2001/10/30,43.824165
2001/10/31,42.772396
2001/11/1,42.772396
2001/11/2,43.824165
2001/11/5,45.576889
2001/11/6,45.927704
2001/11/7,46.979473
2001/11/8,47.329613
2001/11/9,47.329613
2001/11/12,47.680428
2001/11/13,47.329613
2001/11/14,50.485596
2001/11/15,52.238319
2001/11/16,54.341858
2001/11/19,55.744438
2001/11/20,52.238319
2001/11/21,52.939274
2001/11/22,51.18655
2001/11/23,51.537361
2001/11/26,51.887505
2001/11/27,52.939274
2001/11/28,51.887505
2001/11/29,51.18655
2001/11/30,51.18655
2001/12/3,54.341858
2001/12/4,55.042812
2001/12/5,58.548935
2001/12/6,62.405197
2001/12/7,62.055058
2001/12/10,58.89975
2001/12/11,59.951515
2001/12/12,62.055058
2001/12/13,58.89975
2001/12/14,58.548935
2001/12/17,56.796207
2001/12/18,57.84798
2001/12/19,59.951515
2001/12/20,59.951515
2001/12/21,56.094582
2001/12/24,56.796207
2001/12/25,58.548935
2001/12/26,57.84798
2001/12/27,57.497166
2001/12/28,59.600704
2001/12/31,61.353428
2002/1/1,61.353428
2002/1/2,60.301659
2002/1/3,60.301659
2002/1/4,62.405197
2002/1/7,64.85955
2002/1/8,63.456966
2002/1/9,64.158592
2002/1/10,63.456966
2002/1/11,61.353428
2002/1/14,61.704243
2002/1/15,61.353428
2002/1/16,59.600704
2002/1/17,59.249889
2002/1/18,59.600704
2002/1/21,63.456966
2002/1/22,63.106827
2002/1/23,62.055058
2002/1/24,63.456966
2002/1/25,64.508736
2002/1/28,64.508736
2002/1/29,62.405197
2002/1/30,61.003284
2002/1/31,61.003284
2002/2/1,59.951515
2002/2/4,60.301659
2002/2/5,59.951515
2002/2/6,60.652473
2002/2/7,60.652473
2002/2/8,60.652473
2002/2/11,60.652473
2002/2/12,60.652473
2002/2/13,60.652473
2002/2/14,60.652473
2002/2/15,60.652473
2002/2/18,61.353428
2002/2/19,59.951515
2002/2/20,57.497166
2002/2/21,57.84798
2002/2/22,57.146351
2002/2/25,56.796207
2002/2/26,56.094582
2002/2/27,57.497166
2002/2/28,57.497166
2002/3/1,56.796207
2002/3/4,60.652473
2002/3/5,63.807781
2002/3/6,66.262131
2002/3/7,65.560509
2002/3/8,64.158592
2002/3/11,68.365669
2002/3/12,66.612274
2002/3/13,65.911316
2002/3/14,65.210365
2002/3/15,63.456966
2002/3/18,64.158592
2002/3/19,64.158592
2002/3/20,67.313904
2002/3/21,65.911316
2002/3/22,66.612274
2002/3/25,67.313904
2002/3/26,66.262131
2002/3/27,64.85955
2002/3/28,66.612274
2002/3/29,67.66404
2002/4/1,66.963089
2002/4/2,67.313904
2002/4/3,66.612274
2002/4/4,64.85955
2002/4/5,64.85955
2002/4/8,64.158592
2002/4/9,64.158592
2002/4/10,63.456966
2002/4/11,63.106827
2002/4/12,64.508736
2002/4/15,64.158592
2002/4/16,64.85955
2002/4/17,67.313904
2002/4/18,66.963089
2002/4/19,66.262131
2002/4/22,65.210365
2002/4/23,65.911316
2002/4/24,66.612274
2002/4/25,64.508736
2002/4/26,64.508736
2002/4/29,62.405197
2002/4/30,61.353428
2002/5/1,61.353428
2002/5/2,59.600704
2002/5/3,59.600704
2002/5/6,56.796207
2002/5/7,57.497166
2002/5/8,58.19812
2002/5/9,59.600704
2002/5/10,60.652473
2002/5/13,59.600704
2002/5/14,61.003284
2002/5/15,63.106827
2002/5/16,62.055058
2002/5/17,62.756012
2002/5/20,61.003284
2002/5/21,60.652473
2002/5/22,61.704243
2002/5/23,61.003284
2002/5/24,61.353428
2002/5/27,60.652473
2002/5/28,60.301659
2002/5/29,59.951515
2002/5/30,60.652473
2002/5/31,59.951515
2002/6/3,59.600704
2002/6/4,57.146351
2002/6/5,57.497166
2002/6/6,56.445396
2002/6/7,52.589134
2002/6/10,52.589134
2002/6/11,51.887505
2002/6/12,50.485596
2002/6/13,52.939274
2002/6/14,52.939274
2002/6/17,51.887505
2002/6/18,52.939274
2002/6/19,52.834366
2002/6/20,52.834366
2002/6/21,53.220261
2002/6/24,52.834366
2002/6/25,53.605415
2002/6/26,51.291527
2002/6/27,51.291527
2002/6/28,52.448471
2002/7/1,51.677422
2002/7/2,50.905628
2002/7/3,48.977634
2002/7/4,49.748684
2002/7/5,51.677422
2002/7/8,54.762363
2002/7/9,55.148258
2002/7/10,53.99131
2002/7/11,52.062576
2002/7/12,54.762363
2002/7/15,53.605415
2002/7/16,53.220261
2002/7/17,51.677422
2002/7/18,49.748684
2002/7/19,47.434792
2002/7/22,46.663738
2002/7/23,47.820686
2002/7/24,45.120899
2002/7/25,44.735744
2002/7/26,41.650063
2002/7/29,38.951012
2002/7/30,40.10796
2002/7/31,38.951012
2002/8/1,38.565117
2002/8/2,38.488235
2002/8/5,35.86533
2002/8/6,35.557056
2002/8/7,38.025455
2002/8/8,37.870949
2002/8/9,39.336166
2002/8/12,38.951012
2002/8/13,38.565117
2002/8/14,39.336166
2002/8/15,40.879009
2002/8/16,41.264904
2002/8/19,41.264904
2002/8/20,42.035957
2002/8/21,40.879009
2002/8/22,40.879009
2002/8/23,40.879009
2002/8/26,40.493114
2002/8/27,39.336166
2002/8/28,38.565117
2002/8/29,38.565117
2002/8/30,38.488235
2002/9/2,37.562675
2002/9/3,37.562675
2002/9/4,36.945393
2002/9/5,36.637119
2002/9/6,36.637119
2002/9/9,37.408173
2002/9/10,38.951012
2002/9/11,38.951012
2002/9/12,38.488235
2002/9/13,37.099899
2002/9/16,36.405731
2002/9/17,37.794067
2002/9/18,35.171162
2002/9/19,35.171162
2002/9/20,33.551437
2002/9/23,32.472115
2002/9/24,32.625881
2002/9/25,32.394489
2002/9/26,32.857269
2002/9/27,32.394489
2002/9/30,31.700323
2002/10/1,30.929274
2002/10/2,30.852388
2002/10/3,29.078159
2002/10/4,29.309547
2002/10/7,27.766706
2002/10/8,27.458433
2002/10/9,27.766706
2002/10/10,27.766706
2002/10/11,27.535318
2002/10/14,29.309547
2002/10/15,31.315168
2002/10/16,33.474552
2002/10/17,33.551437
2002/10/18,35.86533
2002/10/21,35.09428
2002/10/22,33.551437
2002/10/23,34.708385
2002/10/24,34.708385
2002/10/25,35.480175
2002/10/28,35.942951
2002/10/29,36.096718
2002/10/30,35.09428
2002/10/31,35.86533
2002/11/1,34.708385
2002/11/4,36.251225
2002/11/5,36.790886
2002/11/6,39.336166
2002/11/7,39.722061
2002/11/8,39.336166
2002/11/11,36.790886
2002/11/12,36.096718
2002/11/13,36.096718
2002/11/14,35.788448
2002/11/15,37.331287
2002/11/18,37.176781
2002/11/19,36.714005
2002/11/20,35.557056
2002/11/21,36.174343
2002/11/22,38.565117
2002/11/25,40.10796
2002/11/26,38.951012
2002/11/27,38.565117
2002/11/28,38.951012
2002/11/29,38.951012
2002/12/2,38.951012
2002/12/3,41.264904
2002/12/4,40.10796
2002/12/5,40.493114
2002/12/6,39.722061
2002/12/9,40.10796
2002/12/10,38.565117
2002/12/11,38.565117
2002/12/12,37.794067
2002/12/13,37.562675
2002/12/16,36.945393
2002/12/17,36.868507
2002/12/18,37.022278
2002/12/19,35.40255
2002/12/20,35.480175
2002/12/23,34.323227
2002/12/24,34.554619
2002/12/25,34.476994
2002/12/26,35.480175
2002/12/27,35.09428
2002/12/30,33.320049
2002/12/31,32.857269
2003/1/1,32.857269
2003/1/2,32.780388
2003/1/3,34.554619
2003/1/6,34.554619
2003/1/7,35.017395
2003/1/8,35.86533
2003/1/9,35.480175
2003/1/10,36.405731
2003/1/13,38.951012
2003/1/14,38.951012
2003/1/15,38.951012
2003/1/16,37.485054
2003/1/17,37.639561
2003/1/20,36.945393
2003/1/21,36.714005
2003/1/22,36.868507
2003/1/23,38.951012
2003/1/24,38.102341
2003/1/27,37.716442
2003/1/28,36.790886
2003/1/29,36.790886
2003/1/30,36.790886
2003/1/31,36.790886
2003/2/3,36.790886
2003/2/4,36.790886
2003/2/5,36.790886
2003/2/6,34.245605
2003/2/7,32.394489
2003/2/10,31.392052
2003/2/11,32.009335
2003/2/12,31.160662
2003/2/13,31.006157
2003/2/14,31.62344
2003/2/17,33.782825
2003/2/18,33.088657
2003/2/19,33.166283
2003/2/20,34.014217
2003/2/21,34.6315
2003/2/24,34.939774
2003/2/25,33.166283
2003/2/26,33.011776
2003/2/27,32.394489
2003/2/28,32.394489
2003/3/3,33.937332
2003/3/4,33.474552
2003/3/5,32.08622
2003/3/6,31.931713
2003/3/7,32.08622
2003/3/10,32.857269
2003/3/11,32.780388
2003/3/12,33.166283
2003/3/13,34.014217
2003/3/14,35.09428
2003/3/17,33.937332
2003/3/18,36.251225
2003/3/19,36.945393
2003/3/20,37.485054
2003/3/21,37.408173
2003/3/24,37.408173
2003/3/25,35.942951
2003/3/26,36.251225
2003/3/27,34.6315
2003/3/28,34.245605
2003/3/31,32.625881
2003/4/1,32.548996
2003/4/2,33.011776
2003/4/3,33.860451
2003/4/4,34.862888
2003/4/7,35.633942
2003/4/8,35.248783
2003/4/9,34.554619
2003/4/10,34.323227
2003/4/11,34.554619
2003/4/14,33.629059
2003/4/15,34.476994
2003/4/16,36.174343
2003/4/17,35.325668
2003/4/18,36.637119
2003/4/21,37.253666
2003/4/22,36.251225
2003/4/23,37.253666
2003/4/24,36.482613
2003/4/25,35.09428
2003/4/28,33.937332
2003/4/29,34.786007
2003/4/30,36.868507
2003/5/1,36.868507
2003/5/2,37.253666
2003/5/5,37.408173
2003/5/6,36.868507
2003/5/7,36.790886
2003/5/8,36.019836
2003/5/9,36.637119
2003/5/12,37.253666
2003/5/13,37.947834
2003/5/14,37.947834
2003/5/15,38.179222
2003/5/16,37.639561
2003/5/19,37.716442
2003/5/20,37.022278
2003/5/21,37.022278
2003/5/22,37.022278
2003/5/23,37.870949
2003/5/26,38.41061
2003/5/27,38.025455
2003/5/28,38.951012
2003/5/29,40.10796
2003/5/30,41.264904
2003/6/2,43.578796
2003/6/3,43.192902
2003/6/4,43.192902
2003/6/5,44.34985
2003/6/6,45.120899
2003/6/9,45.506794
2003/6/10,44.34985
2003/6/11,43.578796
2003/6/12,45.120899
2003/6/13,43.963951
2003/6/16,43.192902
2003/6/17,44.735744
2003/6/18,45.506794
2003/6/19,45.506794
2003/6/20,45.120899
2003/6/23,44.34985
2003/6/24,43.963951
2003/6/25,43.963951
2003/6/26,43.963951
2003/6/27,43.963951
2003/6/30,43.963951
2003/7/1,45.120899
2003/7/2,46.277843
2003/7/3,47.049637
2003/7/4,47.820686
2003/7/7,47.049133
2003/7/8,47.820393
2003/7/9,46.663506
2003/7/10,44.349731
2003/7/11,44.349731
2003/7/14,45.892246
2003/7/15,45.892246
2003/7/16,45.892246
2003/7/17,44.735359
2003/7/18,44.735359
2003/7/21,43.9641
2003/7/22,43.578472
2003/7/23,44.349731
2003/7/24,45.120987
2003/7/25,43.9641
2003/7/28,44.735359
2003/7/29,43.9641
2003/7/30,43.9641
2003/7/31,45.506618
2003/8/1,46.277874
2003/8/4,46.277874
2003/8/5,45.120987
2003/8/6,45.120987
2003/8/7,46.277874
2003/8/8,44.735359
2003/8/11,43.9641
2003/8/12,43.9641
2003/8/13,45.506618
2003/8/14,45.892246
2003/8/15,47.049133
2003/8/18,47.434761
2003/8/19,48.206818
2003/8/20,48.592445
2003/8/21,49.363705
2003/8/22,49.363705
2003/8/25,49.749332
2003/8/26,48.592445
2003/8/27,49.363705
2003/8/28,50.520592
2003/8/29,51.677479
2003/9/1,52.063107
2003/9/2,51.677479
2003/9/3,51.291851
2003/9/4,50.906219
2003/9/5,52.448738
2003/9/8,54.762512
2003/9/9,54.376881
2003/9/10,53.605625
2003/9/11,53.605625
2003/9/12,52.448738
2003/9/15,51.677479
2003/9/16,52.834366
2003/9/17,55.14814
2003/9/18,54.376881
2003/9/19,53.219994
2003/9/22,52.063107
2003/9/23,52.448738
2003/9/24,52.448738
2003/9/25,51.291851
2003/9/26,50.906219
2003/9/29,51.291851
2003/9/30,51.291851
2003/10/1,51.291851
2003/10/2,52.834366
2003/10/3,53.991253
2003/10/6,54.762512
2003/10/7,53.991253
2003/10/8,53.605625
2003/10/9,53.219994
2003/10/10,53.219994
2003/10/13,53.991253
2003/10/14,52.834366
2003/10/15,52.448738
2003/10/16,53.605625
2003/10/17,52.448738
2003/10/20,52.448738
2003/10/21,51.677479
2003/10/22,50.906219
2003/10/23,49.749332
2003/10/24,49.749332
2003/10/27,50.520592
2003/10/28,52.448738
2003/10/29,53.605625
2003/10/30,53.605625
2003/10/31,51.677479
2003/11/3,51.677479
2003/11/4,52.834366
2003/11/5,53.605625
2003/11/6,53.219994
2003/11/7,53.219994
2003/11/10,52.448738
2003/11/11,50.906219
2003/11/12,51.291851
2003/11/13,52.063107
2003/11/14,52.063107
2003/11/17,51.291851
2003/11/18,51.677479
2003/11/19,50.906219
2003/11/20,50.520592
2003/11/21,50.134964
2003/11/24,49.363705
2003/11/25,50.520592
2003/11/26,50.134964
2003/11/27,48.592445
2003/11/28,48.978077
2003/12/1,49.363705
2003/12/2,50.906219
2003/12/3,51.291851
2003/12/4,51.677479
2003/12/5,50.134964
2003/12/8,48.978077
2003/12/9,49.749332
2003/12/10,47.820393
2003/12/11,48.206818
2003/12/12,47.820393
2003/12/15,48.592445
2003/12/16,47.049133
2003/12/17,45.892246
2003/12/18,46.277874
2003/12/19,46.277874
2003/12/22,47.434761
2003/12/23,47.820393
2003/12/24,47.434761
2003/12/25,47.820393
2003/12/26,47.820393
2003/12/29,47.820393
2003/12/30,48.592445
2003/12/31,48.978077
2004/1/1,48.978077
2004/1/2,50.520592
2004/1/5,50.906219
2004/1/6,50.906219
2004/1/7,50.520592
2004/1/8,50.520592
2004/1/9,52.063107
2004/1/12,52.063107
2004/1/13,52.063107
2004/1/14,51.677479
2004/1/15,51.677479
2004/1/16,51.291851
2004/1/19,51.291851
2004/1/20,51.291851
2004/1/21,51.291851
2004/1/22,51.291851
2004/1/23,51.291851
2004/1/26,51.291851
2004/1/27,52.834366
2004/1/28,52.063107
2004/1/29,51.291851
2004/1/30,50.906219
2004/2/2,50.134964
2004/2/3,48.978077
2004/2/4,48.206818
2004/2/5,48.206818
2004/2/6,48.592445
2004/2/9,50.134964
2004/2/10,49.363705
2004/2/11,49.363705
2004/2/12,49.749332
2004/2/13,49.363705
2004/2/16,48.206818
2004/2/17,48.206818
2004/2/18,48.592445
2004/2/19,48.978077
2004/2/20,48.978077
2004/2/23,48.206818
2004/2/24,47.434761
2004/2/25,47.434761
2004/2/26,48.978077
2004/2/27,48.978077
2004/3/1,49.749332
2004/3/2,51.677479
2004/3/3,50.906219
2004/3/4,51.677479
2004/3/5,51.677479
2004/3/8,50.906219
2004/3/9,50.520592
2004/3/10,48.592445
2004/3/11,48.978077
2004/3/12,47.820393
2004/3/15,47.049133
2004/3/16,46.663506
2004/3/17,46.663506
2004/3/18,47.820393
2004/3/19,48.592445
2004/3/22,45.506618
2004/3/23,42.421585
2004/3/24,44.735359
2004/3/25,44.735359
2004/3/26,45.120987
2004/3/29,47.434761
2004/3/30,46.277874
2004/3/31,46.277874
2004/4/1,45.892246
2004/4/2,45.892246
2004/4/5,47.820393
2004/4/6,47.820393
2004/4/7,47.434761
2004/4/8,47.049133
2004/4/9,46.277874
2004/4/12,47.049133
2004/4/13,46.663506
2004/4/14,48.592445
2004/4/15,47.049133
2004/4/16,47.049133
2004/4/19,45.892246
2004/4/20,47.049133
2004/4/21,47.434761
2004/4/22,47.820393
2004/4/23,49.363705
2004/4/26,48.978077
2004/4/27,48.978077
2004/4/28,47.820393
2004/4/29,46.663506
2004/4/30,44.349731
2004/5/3,44.735359
2004/5/4,45.506618
2004/5/5,42.421585
2004/5/6,42.807213
2004/5/7,43.9641
2004/5/10,42.421585
2004/5/11,44.349731
2004/5/12,44.349731
2004/5/13,43.9641
2004/5/14,42.421585
2004/5/17,39.722183
2004/5/18,40.107811
2004/5/19,42.807213
2004/5/20,42.421585
2004/5/21,42.421585
2004/5/24,41.650326
2004/5/25,42.035957
2004/5/26,43.192844
2004/5/27,43.9641
2004/5/28,44.735359
2004/5/31,43.192844
2004/6/1,43.578472
2004/6/2,42.807213
2004/6/3,40.87907
2004/6/4,40.87907
2004/6/7,42.421585
2004/6/8,43.578472
2004/6/9,42.421585
2004/6/10,40.87907
2004/6/11,38.950924
2004/6/14,38.101795
2004/6/15,37.837643
2004/6/16,38.277592
2004/6/17,38.981697
2004/6/18,37.661842
2004/6/21,38.277592
